Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Year,Height_in,Cluster
Henre Toliver,CB,Arkansas,6-1,185.0,4.63,32.5,6.0,117.0,7.01,4.15,2018,73.0,0
Trey Walker,S,Louisiana-Lafayette,6-2,200.0,4.51,33.0,14.0,119.0,7.0,4.28,2018,74.0,0
Chris Warren,RB,Texas,6-2,247.0,4.69,33.0,25.0,121.0,6.98,4.18,2018,74.0,1
James Washington,WR,Oklahoma State,5-11,213.0,4.54,34.5,14.0,120.0,7.11,4.32,2018,71.0,0
Jester Weah,WR,Pittsburgh,6-2,211.0,4.43,38.0,15.0,129.0,7.24,4.41,2018,74.0,0
David Wells,TE,San Diego State,6-6,256.0,4.75,33.0,20.0,116.0,7.5,4.59,2018,78.0,1
Karaun White,WR,West Virginia,6-1,206.0,4.52,33.5,24.0,118.0,7.16,4.57,2018,73.0,1
Jake Wieneke,WR,South Dakota State,6-4,221.0,4.67,34.0,9.0,114.0,7.24,4.37,2018,76.0,1
Cedrick Wilson,WR,Boise State,6-2,197.0,4.55,37.0,9.0,121.0,6.89,4.23,2018,74.0,0
Dakota Allen,LB,Texas Tech,6-1,232.0,4.77,31.5,23.0,116.0,6.88,4.04,2019,73.0,1
Jeff Allison,LB,Fresno State,5-11,228.0,4.82,31.0,12.0,115.0,7.2,4.45,2019,71.0,1
Ugo Amadi,S,Oregon,5-9,199.0,4.51,32.5,18.0,115.0,7.21,4.19,2019,69.0,0
Ryquell Armstead,RB,Temple,5-11,220.0,4.45,30.0,22.0,114.0,7.02,4.29,2019,71.0,0
Corey Ballentine,CB,Washburn,5-11,196.0,4.47,39.5,15.0,135.0,6.82,4.14,2019,71.0,0
Alex Barnes,RB,Kansas State,6-0,226.0,4.59,38.5,34.0,126.0,6.95,4.1,2019,72.0,0
Cody Barton,LB,Utah,6-2,237.0,4.64,32.5,30.0,116.0,6.9,4.03,2019,74.0,1
Mike Bell,S,Fresno State,6-3,210.0,4.83,30.0,10.0,118.0,7.1,4.46,2019,75.0,1
Kendall Blanton,TE,Missouri,6-6,262.0,4.95,31.0,22.0,113.0,7.37,4.42,2019,78.0,1
Kris Boyd,CB,Texas,5-11,201.0,4.45,36.5,19.0,127.0,6.94,4.08,2019,71.0,0
Miles Boykin,WR,Notre Dame,6-4,220.0,4.42,43.5,12.0,140.0,6.77,4.07,2019,76.0,0
Nick Brossette,RB,LSU,5-11,209.0,4.72,35.5,15.0,118.0,7.38,4.44,2019,71.0,1
Keenen Brown,TE,Texas State,6-2,250.0,4.75,33.0,17.0,117.0,7.27,4.51,2019,74.0,1
Ben Burr-Kirven,LB,Washington,6-0,230.0,4.56,34.5,21.0,121.0,6.85,4.09,2019,72.0,0
Devin Bush,LB,Michigan,5-11,234.0,4.43,40.5,21.0,124.0,6.93,4.23,2019,71.0,0
Blake Cashman,LB,Minnesota,6-1,237.0,4.5,37.5,18.0,124.0,6.95,4.12,2019,73.0,0
Hamp Cheevers,CB,Boston Col.,5-9,169.0,4.52,39.0,8.0,122.0,6.96,4.25,2019,69.0,0
Davante Davis,CB,Texas,6-2,202.0,4.57,37.0,14.0,125.0,6.76,4.15,2019,74.0,0
Jamel Dean,CB,Auburn,6-1,206.0,4.3,41.0,16.0,130.0,7.02,4.19,2019,73.0,0
Lukas Denis,S,Boston Col.,5-11,190.0,4.64,33.5,16.0,116.0,6.89,4.09,2019,71.0,0
Ashton Dulin,WR,Malone University (Ohio),6-1,215.0,4.43,38.0,13.0,121.0,7.0,4.22,2019,73.0,0
Emeke Egbule,LB,Houston,6-2,245.0,4.65,33.0,20.0,119.0,7.38,4.38,2019,74.0,1
Noah Fant,TE,Iowa,6-4,249.0,4.5,39.5,20.0,127.0,6.81,4.22,2019,76.0,0
Jazz Ferguson,WR,Northwestern St. (LA),6-5,227.0,4.45,37.0,8.0,123.0,7.25,4.59,2019,77.0,1
Malik Gant,S,Marshall,6-0,209.0,4.63,34.5,17.0,114.0,7.45,4.3,2019,72.0,1
Chauncey Gardner-Johnson,S,Florida,5-11,210.0,4.48,36.0,17.0,117.0,7.03,4.2,2019,71.0,0
Myles Gaskin,RB,Washington,5-9,205.0,4.58,35.5,24.0,118.0,7.19,4.27,2019,69.0,0
Zach Gentry,TE,Michigan,6-8,265.0,4.9,29.5,12.0,110.0,7.4,4.53,2019,80.0,1
Kelvin Harmon,WR,North Carolina State,6-2,221.0,4.6,32.5,18.0,117.0,7.15,4.32,2019,74.0,1
Will Harris,S,Boston Col.,6-1,207.0,4.41,36.5,20.0,123.0,6.91,4.12,2019,73.0,0
Montre Hartage,CB,Northwestern,5-11,190.0,4.68,34.5,9.0,123.0,6.95,4.08,2019,71.0,0
T.J. Hockenson,TE,Iowa,6-5,251.0,4.7,37.5,17.0,123.0,7.02,4.18,2019,77.0,1
Alijah Holder,CB,Stanford,6-1,191.0,4.6,36.0,9.0,121.0,6.7,4.15,2019,73.0,0
Travis Homer,RB,Miami (FL),5-10,201.0,4.48,39.5,17.0,130.0,7.07,4.31,2019,70.0,0
Amani Hooker,S,Iowa,5-11,210.0,4.48,37.0,14.0,123.0,6.81,4.1,2019,71.0,0
Lil'Jordan Humphrey,WR,Texas,6-4,210.0,4.75,33.5,13.0,119.0,7.09,4.29,2019,76.0,1
Andy Isabella,WR,Massachusetts,5-9,188.0,4.31,36.5,15.0,121.0,6.95,4.15,2019,69.0,0
Mike Jackson,CB,Miami (FL),6-1,210.0,4.45,40.5,13.0,130.0,7.12,4.12,2019,73.0,0
Gary Jennings,WR,West Virginia,6-1,214.0,4.42,37.0,20.0,127.0,7.32,4.15,2019,73.0,0
Diontae Johnson,WR,Toledo,5-10,183.0,4.53,33.5,15.0,123.0,7.09,4.45,2019,70.0,0
Gary Johnson,LB,Texas,6-0,226.0,4.43,33.5,16.0,121.0,7.15,4.57,2019,72.0,0
Keesean Johnson,WR,Fresno State,6-1,201.0,4.6,30.0,14.0,117.0,7.28,4.23,2019,73.0,1
Lonnie Johnson,CB,Kentucky,6-2,213.0,4.52,38.0,15.0,129.0,7.01,4.1,2019,74.0,0
Bisi Johnson,WR,Colorado State,6-0,204.0,4.51,38.0,14.0,124.0,6.88,4.16,2019,72.0,0
Damarkus Lodge,WR,Mississippi,6-2,202.0,4.55,33.5,11.0,119.0,7.06,4.53,2019,74.0,0
David Long,CB,Michigan,5-11,196.0,4.45,39.5,15.0,120.0,6.45,3.97,2019,71.0,0
Julian Love,CB,Notre Dame,5-11,195.0,4.54,36.0,14.0,121.0,6.72,4.1,2019,71.0,0
Alize Mack,TE,Notre Dame,6-4,249.0,4.7,36.0,22.0,120.0,7.27,4.34,2019,76.0,1
Alexander Mattison,RB,Boise State,5-11,221.0,4.67,35.0,22.0,127.0,7.13,4.29,2019,71.0,0
Terry McLaurin,WR,Ohio State,6-0,208.0,4.35,37.5,18.0,125.0,7.01,4.15,2019,72.0,0
D.K. Metcalf,WR,Mississippi,6-3,228.0,4.33,40.5,27.0,134.0,7.38,4.5,2019,75.0,0
Jakobi Meyers,WR,North Carolina State,6-2,203.0,4.63,37.0,13.0,118.0,7.07,4.23,2019,74.0,0
Foster Moreau,TE,LSU,6-4,253.0,4.66,36.5,22.0,121.0,7.16,4.11,2019,76.0,1
Stanley Morgan,WR,Nebraska,6-0,202.0,4.53,38.5,14.0,125.0,6.78,4.13,2019,72.0,0
Nyqwan Murray,WR,Florida State,5-10,191.0,4.63,34.0,8.0,113.0,7.2,4.4,2019,70.0,0
Josh Oliver,TE,San Jose State,6-5,249.0,4.63,34.0,22.0,117.0,7.21,4.47,2019,77.0,1
Qadree Ollison,RB,Pittsburgh,6-1,228.0,4.58,29.5,19.0,114.0,7.53,4.31,2019,73.0,1
Amani Oruwariye,CB,Penn State,6-2,205.0,4.47,36.5,17.0,120.0,6.82,4.16,2019,74.0,0
Dax Raymond,TE,Utah State,6-5,255.0,4.73,32.0,15.0,109.0,7.15,4.39,2019,77.0,1
Hunter Renfrow,WR,Clemson,5-10,184.0,4.59,35.0,7.0,116.0,6.8,4.19,2019,70.0,0
Riley Ridley,WR,Georgia,6-1,199.0,4.58,30.5,13.0,124.0,7.22,4.28,2019,73.0,0
Deebo Samuel,WR,South Carolina,5-11,214.0,4.48,39.0,15.0,122.0,7.03,4.14,2019,71.0,0
Miles Sanders,RB,Penn State,5-11,211.0,4.49,36.0,20.0,124.0,6.89,4.19,2019,71.0,0
Darnell Savage,S,Maryland,5-11,198.0,4.36,39.5,11.0,126.0,7.03,4.14,2019,71.0,0
Jordan Scarlett,RB,Florida,5-11,208.0,4.47,30.0,21.0,116.0,7.37,4.63,2019,71.0,1
David Sills,WR,West Virginia,6-3,211.0,4.57,37.5,14.0,117.0,6.97,4.28,2019,75.0,0
Devin Singletary,RB,Florida Atlantic,5-7,203.0,4.66,35.0,15.0,117.0,7.32,4.4,2019,67.0,0
Darius Slayton,WR,Auburn,6-1,190.0,4.39,40.5,11.0,135.0,7.0,4.15,2019,73.0,0
Irv Smith,TE,Alabama,6-2,242.0,4.63,32.5,19.0,110.0,7.32,4.33,2019,74.0,1
Jaylen Smith,WR,Louisville,6-2,219.0,4.47,34.5,14.0,122.0,7.55,4.48,2019,74.0,1
Kaden Smith,TE,Stanford,6-5,255.0,4.92,32.0,15.0,108.0,7.08,4.47,2019,77.0,1
Benny Snell,RB,Kentucky,5-10,224.0,4.66,29.5,16.0,119.0,7.07,4.33,2019,70.0,1
Jace Sternberger,TE,Texas A&M,6-4,251.0,4.75,31.5,17.0,113.0,7.19,4.31,2019,76.0,1
Sione Takitaki,LB,BYU,6-1,238.0,4.63,37.0,24.0,125.0,7.21,4.28,2019,73.0,1
Cody Thompson,WR,Toledo,6-1,205.0,4.57,38.5,19.0,119.0,6.87,4.03,2019,73.0,0
Drue Tranquill,LB,Notre Dame,6-2,234.0,4.57,37.5,31.0,122.0,6.94,4.14,2019,74.0,0
Kahale Warring,TE,San Diego State,6-5,252.0,4.67,36.5,19.0,122.0,7.21,4.25,2019,77.0,1
Ken Webster,CB,Mississippi,5-11,203.0,4.43,43.0,18.0,133.0,6.85,4.14,2019,71.0,0
Trevon Wesco,TE,West Virginia,6-3,267.0,4.89,31.0,24.0,117.0,7.18,4.38,2019,75.0,1
Alex Wesley,WR,Northern Colorado,6-0,190.0,4.45,38.5,13.0,125.0,7.4,4.44,2019,72.0,0
Devin White,LB,LSU,6-0,237.0,4.42,39.5,22.0,118.0,7.07,4.17,2019,72.0,0
Dexter Williams,RB,Notre Dame,5-11,212.0,4.57,36.0,17.0,130.0,7.0,4.16,2019,71.0,0
Trayveon Williams,RB,Texas A&M,5-8,206.0,4.51,33.0,19.0,121.0,7.44,4.44,2019,68.0,0
Andrew Wingard,S,Wyoming,6-0,209.0,4.56,36.5,9.0,121.0,7.08,4.2,2019,72.0,0
Zedrick Woods,S,Mississippi,5-11,205.0,4.29,34.5,19.0,122.0,7.0,4.15,2019,71.0,0
Evan Worthington,S,Colorado,6-2,212.0,4.63,33.5,17.0,121.0,7.07,4.37,2019,74.0,1
Rock Ya-Sin,CB,Temple,6-0,192.0,4.51,39.5,18.0,120.0,7.31,4.31,2019,72.0,0
Grayland Arnold,CB,Baylor,5-9,186.0,4.59,33.0,12.0,120.0,7.01,4.3,2020,69.0,0
Joe Bachie,LB,Michigan State,6-1,230.0,4.67,33.5,26.0,119.0,6.93,4.34,2020,73.0,1
Essang Bassey,CB,Wake Forest,5-9,191.0,4.46,39.5,12.0,128.0,6.95,4.13,2020,69.0,0
Zack Baun,LB,Wisconsin,6-2,238.0,4.65,32.5,24.0,115.0,7.0,4.31,2020,74.0,1
Omar Bayless,WR,Arkansas State,6-1,212.0,4.62,36.0,11.0,123.0,7.35,4.5,2020,73.0,0
Eno Benjamin,RB,Arizona State,5-9,207.0,4.57,39.0,12.0,122.0,6.97,4.25,2020,69.0,0
Shaun Bradley,LB,Temple,6-1,235.0,4.51,32.5,14.0,121.0,7.07,4.24,2020,73.0,0
Tony Brown,WR,Colorado,6-1,198.0,4.65,33.5,14.0,119.0,7.21,4.27,2020,73.0,0
Harrison Bryant,TE,Florida Atlantic,6-5,243.0,4.73,32.5,13.0,110.0,7.41,4.37,2020,77.0,1
Hunter Bryant,TE,Washington,6-2,248.0,4.74,32.5,23.0,115.0,7.08,4.46,2020,74.0,1
Quintez Cephus,WR,Wisconsin,6-1,202.0,4.73,38.5,23.0,124.0,7.2,4.33,2020,73.0,0
Gabriel Davis,WR,UCF,6-2,216.0,4.54,35.0,14.0,124.0,7.08,4.59,2020,74.0,0
Josiah Deguara,TE,Cincinnati,6-2,242.0,4.72,35.5,25.0,115.0,7.15,4.35,2020,74.0,1
Jalen Elliott,S,Notre Dame,6-0,205.0,4.8,34.0,15.0,125.0,6.87,4.3,2020,72.0,0
Antonio Gandy-Golden,WR,Liberty,6-4,223.0,4.6,36.0,22.0,127.0,7.33,4.55,2020,76.0,1
Alohi Gilman,S,Notre Dame,5-10,201.0,4.6,32.0,17.0,119.0,6.81,4.08,2020,70.0,0
Harrison Hand,CB,Temple,5-11,197.0,4.52,41.0,14.0,133.0,7.15,4.27,2020,71.0,0
Scoota Harris,LB,Arkansas,6-0,234.0,4.69,33.0,18.0,111.0,7.38,4.32,2020,72.0,1
Brian Herrien,RB,Georgia,5-11,209.0,4.62,38.5,18.0,126.0,7.12,4.4,2020,71.0,0
Isaiah Hodgins,WR,Oregon State,6-4,210.0,4.61,36.5,9.0,124.0,7.01,4.12,2020,76.0,0
Brycen Hopkins,TE,Purdue,6-4,245.0,4.66,33.5,21.0,116.0,7.25,4.28,2020,76.0,1
Reggie Robinson II,CB,Tulsa,6-1,205.0,4.44,36.0,22.0,132.0,7.09,4.18,2020,73.0,0
Jaylon Johnson,CB,Utah,6-0,193.0,4.5,36.5,15.0,124.0,7.01,4.13,2020,72.0,0
Juwan Johnson,WR,Oregon,6-4,230.0,4.58,33.0,14.0,124.0,6.94,4.37,2020,76.0,1
Tony Jones,RB,Notre Dame,5-10,220.0,4.68,32.5,13.0,119.0,7.18,4.21,2020,70.0,0
Willie Gay Jr.,LB,Mississippi State,6-1,243.0,4.46,39.5,21.0,136.0,7.08,4.3,2020,73.0,0
Azur Kamara,LB,Kansas,6-3,245.0,4.59,28.0,13.0,121.0,7.2,4.46,2020,75.0,1
Dalton Keene,TE,Virginia Tech,6-4,253.0,4.71,34.0,21.0,125.0,7.07,4.19,2020,76.0,1
Joshua Kelley,RB,UCLA,5-11,212.0,4.49,31.0,23.0,121.0,6.95,4.28,2020,71.0,0
Josh Metellus,S,Michigan,5-11,209.0,4.55,36.5,20.0,124.0,6.94,4.4,2020,71.0,0
Chris Miller,S,Baylor,5-11,190.0,4.61,35.5,12.0,133.0,7.09,4.12,2020,71.0,0
Denzel Mims,WR,Baylor,6-3,207.0,4.38,38.5,16.0,131.0,6.66,4.43,2020,75.0,0
C.J. O'Grady,TE,Arkansas,6-4,253.0,4.81,34.0,16.0,119.0,7.3,4.34,2020,76.0,1
Dante Olson,LB,Montana,6-2,237.0,4.88,42.0,15.0,124.0,7.0,4.32,2020,74.0,1
K.J. Osborn,WR,Miami,5-11,203.0,4.48,37.5,18.0,123.0,7.0,4.35,2020,71.0,0
Aaron Parker,WR,Rhode Island,6-2,209.0,4.57,26.5,12.0,112.0,6.94,4.23,2020,74.0,1
Colby Parkinson,TE,Stanford,6-7,252.0,4.77,32.5,18.0,109.0,7.15,4.46,2020,79.0,1
Dezmon Patmon,WR,Washington State,6-4,225.0,4.48,36.0,15.0,132.0,7.28,4.38,2020,76.0,0
La'Mical Perine,RB,Florida,5-11,216.0,4.62,35.0,22.0,118.0,7.13,4.31,2020,71.0,0
Malcolm Perry,WR,Navy,5-9,186.0,4.63,36.0,10.0,122.0,7.12,4.31,2020,69.0,0
Scottie Phillips,RB,Mississippi,5-8,209.0,4.56,30.0,29.0,114.0,7.4,4.53,2020,68.0,1
Michael Pittman,WR,USC,6-4,223.0,4.52,36.5,13.0,121.0,6.96,4.14,2020,76.0,0
Troy Pride,CB,Notre Dame,5-11,193.0,4.4,35.5,13.0,119.0,6.94,4.26,2020,71.0,0
Jalen Reagor,WR,TCU,5-11,206.0,4.47,42.0,17.0,138.0,7.31,4.46,2020,71.0,0
John Reid,CB,Penn State,5-10,187.0,4.49,36.5,20.0,129.0,6.95,3.97,2020,70.0,0
James Robinson,RB,Illinois State,5-9,219.0,4.64,40.0,24.0,125.0,7.03,4.19,2020,69.0,0
Kendrick Rogers,WR,Texas A&M,6-4,208.0,4.51,35.5,17.0,124.0,7.13,4.48,2020,76.0,0
Chapelle Russell,LB,Temple,6-2,236.0,4.69,35.0,21.0,121.0,7.38,4.41,2020,74.0,1
Freddie Swain,WR,Florida,6-0,197.0,4.46,36.5,16.0,124.0,7.05,4.26,2020,72.0,0
Charlie Taumoepeau,TE,Portland State,6-2,240.0,4.75,36.5,18.0,121.0,7.0,4.27,2020,74.0,1
Davion Taylor,LB,Colorado,6-0,228.0,4.49,35.0,21.0,127.0,6.96,4.26,2020,72.0,0
J.J. Taylor,RB,Arizona,5-5,185.0,4.61,34.5,19.0,118.0,7.0,4.15,2020,65.0,0
Jonathan Taylor,RB,Wisconsin,5-10,226.0,4.39,36.0,17.0,123.0,7.01,4.24,2020,70.0,0
Casey Toohill,LB,Stanford,6-4,250.0,4.62,39.0,17.0,126.0,7.08,4.21,2020,76.0,0
Adam Trautman,TE,Dayton,6-5,255.0,4.8,34.5,18.0,114.0,6.78,4.27,2020,77.0,1
Kindle Vildor,CB,Georgia Southern,5-10,191.0,4.44,39.5,22.0,133.0,7.14,4.28,2020,70.0,0
Mykal Walker,LB,Fresno State,6-3,230.0,4.65,33.0,20.0,122.0,7.09,4.25,2020,75.0,1
K'Von Wallace,S,Clemson,5-11,206.0,4.53,38.0,18.0,133.0,6.76,4.15,2020,71.0,0
Evan Weaver,LB,California,6-2,237.0,4.76,32.0,15.0,117.0,7.02,4.21,2020,74.0,1
Logan Wilson,LB,Wyoming,6-2,241.0,4.63,32.0,21.0,121.0,7.07,4.27,2020,74.0,1
Charlie Woerner,TE,Georgia,6-5,244.0,4.78,34.5,21.0,120.0,7.18,4.46,2020,77.0,1
David Woodward,LB,Utah State,6-2,230.0,4.79,33.5,16.0,114.0,7.34,4.37,2020,74.0,1
Paulson Adebo,CB,Stanford,6-1,198.0,4.45,36.5,18.0,121.0,6.69,4.13,2021,73.0,0
Otis Anderson,RB,Central Florida,5-7,179.0,4.63,36.0,11.0,113.0,7.04,4.38,2021,67.0,0
Kawaan Baker,WR,South Alabama,6-0,210.0,4.44,39.5,21.0,129.0,7.42,4.41,2021,72.0,0
John Bates,TE,Boise St.,6-5,250.0,4.84,31.5,19.0,120.0,6.85,4.35,2021,77.0,1
Tavante Beckett,LB,Marshall,5-10,220.0,4.78,31.0,18.0,106.0,7.34,4.58,2021,70.0,1
Tarik Black,WR,Texas,6-2,213.0,4.54,40.0,15.0,132.0,6.91,4.26,2021,74.0,0
Josh Blancato,WR,Georgia Tech,5-9,182.0,4.55,32.0,17.0,124.0,6.9,4.31,2021,69.0,0
Dicaprio Bootle,CB,Nebraska,5-9,180.0,4.38,36.5,16.0,126.0,6.77,4.03,2021,69.0,0
Tuf Borland,LB,Ohio St.,6-0,229.0,4.98,32.5,15.0,109.0,7.17,4.29,2021,72.0,1
Rakeem Boyd,RB,Arkansas,5-11,213.0,4.7,32.5,6.0,98.0,7.22,4.38,2021,71.0,1
Brady Breeze,S,Oregon,5-11,197.0,4.55,38.0,20.0,120.0,7.05,4.22,2021,71.0,0
Gary Brightwell,RB,Arizona,5-10,218.0,4.62,34.5,17.0,118.0,7.51,4.48,2021,70.0,1
K.J. Britt,LB,Auburn,6-0,235.0,4.76,32.5,24.0,118.0,7.38,4.4,2021,72.0,1
Dyami Brown,WR,North Carolina,6-0,189.0,4.46,35.0,18.0,128.0,6.87,4.35,2021,72.0,0
Shakur Brown,CB,Michigan St.,5-9,185.0,4.61,35.5,17.0,116.0,7.08,4.23,2021,69.0,0
Tre Brown,CB,Oklahoma,5-9,185.0,4.42,38.0,13.0,123.0,7.11,4.27,2021,69.0,0
Amon-Ra St. Brown,WR,USC,5-11,197.0,4.51,38.5,20.0,127.0,6.88,4.17,2021,71.0,0
Baron Browning,LB,Ohio St.,6-2,245.0,4.58,40.0,23.0,130.0,6.78,4.23,2021,74.0,0
Calvin Bundage,LB,Oklahoma St.,6-1,221.0,4.81,31.5,14.0,116.0,7.31,4.43,2021,73.0,1
Lorenzo Burns,CB,Arizona,5-10,183.0,4.56,33.5,14.0,123.0,7.55,4.51,2021,70.0,0
Eric Burrell,S,Wisconsin,5-11,197.0,4.73,35.5,8.0,124.0,7.21,4.26,2021,71.0,0
Jalen Camp,WR,Georgia Tech,6-1,226.0,4.48,39.5,29.0,125.0,7.0,4.14,2021,73.0,0
Michael Carter,RB,North Carolina,5-7,201.0,4.5,34.0,16.0,119.0,6.81,3.98,2021,67.0,0
J.C. Chalk,TE,Clemson,6-2,250.0,5.18,28.5,15.0,106.0,7.83,4.72,2021,74.0,1
Ramaud Chiaokhiao-Bowman,WR,Northwestern,6-1,204.0,4.78,34.5,11.0,119.0,6.78,4.2,2021,73.0,0
Mallory Claybourne,CB,Coastal Carolina,5-9,191.0,4.57,33.0,12.0,116.0,7.37,4.32,2021,69.0,0
Nico Collins,WR,Michigan,6-4,215.0,4.43,37.5,14.0,125.0,6.78,4.29,2021,76.0,0
Damonte Coxie,WR,Memphis,6-2,198.0,4.77,30.5,4.0,122.0,6.92,4.45,2021,74.0,0
Tyler Coyle,LB,Purdue,6-1,209.0,4.38,39.0,24.0,133.0,7.14,4.0,2021,73.0,0
Daniel Crawford,TE,Northern Illinois,6-1,245.0,4.7,32.5,14.0,113.0,7.19,4.45,2021,73.0,1
Shaun Crawford,S,Notre Dame,5-9,182.0,4.55,35.0,12.0,116.0,6.7,4.13,2021,69.0,0
Frank Darby,WR,Arizona St.,6-0,201.0,4.56,34.5,19.0,117.0,7.05,4.25,2021,72.0,0
Corey Dauphine,RB,Tulane,5-11,198.0,4.71,30.0,14.0,117.0,7.4,4.53,2021,71.0,1
Zach Davidson,TE,Central Missouri St.,6-6,245.0,4.58,37.5,17.0,117.0,6.95,4.19,2021,78.0,1
Bryson Denley,RB,Bowling Green,5-7,189.0,4.56,27.5,13.0,110.0,7.25,4.57,2021,67.0,1
Gerrid Doaks,RB,Cincinnati,5-11,228.0,4.58,39.5,19.0,120.0,7.2,4.27,2021,71.0,0
DeVontres Dukes,WR,South Florida,6-3,216.0,4.81,33.0,16.0,122.0,7.07,4.41,2021,75.0,1
Milo Eifler,LB,Illinois,6-2,228.0,4.58,37.5,14.0,126.0,7.15,4.35,2021,74.0,0
Chris Evans,RB,Michigan,5-11,211.0,4.5,40.5,20.0,127.0,6.83,4.12,2021,71.0,0
Luke Farrell,TE,Ohio St.,6-5,251.0,4.79,36.5,22.0,118.0,7.14,4.36,2021,77.0,1
Simi Fehoko,WR,Stanford,6-3,222.0,4.44,34.5,16.0,120.0,6.78,4.26,2021,75.0,0
Tony Fields,LB,West Virginia,6-0,222.0,4.64,34.0,17.0,114.0,7.15,4.48,2021,72.0,1
Paddy Fisher,LB,Northwestern,6-3,240.0,4.91,31.5,20.0,110.0,7.0,4.47,2021,75.0,1
Darrick Forrest,S,Cincinnati,5-11,206.0,4.42,39.0,21.0,132.0,6.91,4.23,2021,71.0,0
Jake Funk,RB,Maryland,5-10,204.0,4.49,38.0,22.0,122.0,6.71,4.12,2021,70.0,0
Bailey Gaither,WR,San Jose St.,6-0,188.0,4.45,31.0,9.0,121.0,7.07,4.39,2021,72.0,0
Blake Gallagher,LB,Northwestern,5-11,228.0,4.83,31.5,27.0,107.0,7.23,4.4,2021,71.0,1
Mark Gilbert,CB,Duke,6-0,186.0,4.47,36.0,13.0,130.0,7.05,4.37,2021,72.0,0
Noah Gray,TE,Duke,6-3,240.0,4.55,35.0,15.0,115.0,6.83,4.37,2021,75.0,1
Trevon Grimes,WR,Florida,6-4,220.0,4.49,35.0,15.0,118.0,6.98,4.28,2021,76.0,0
Garrett Groshek,RB,Wisconsin,5-11,217.0,4.64,33.5,17.0,115.0,7.08,4.32,2021,71.0,0
Darren Hall,CB,San Diego St.,5-11,188.0,4.47,38.5,16.0,132.0,7.07,4.28,2021,71.0,0
Adrian Hardy,WR,Louisiana Tech,6-1,205.0,4.61,37.5,12.0,124.0,6.96,4.5,2021,73.0,0
Jacob Harris,WR,Central Florida,6-5,219.0,4.39,40.5,15.0,133.0,6.54,4.31,2021,77.0,0
Jaylen Harris,WR,Ohio St.,5-8,170.0,4.77,30.5,8.0,109.0,7.37,4.5,2021,68.0,1
Jake Hausmann,TE,Ohio St.,6-4,242.0,4.98,29.5,16.0,112.0,7.65,4.44,2021,76.0,1
Justin Henderson,RB,Louisiana Tech,5-7,220.0,4.65,32.0,26.0,118.0,7.22,4.59,2021,67.0,1
Khalil Herbert,RB,Virginia Tech,5-8,210.0,4.46,33.0,22.0,115.0,6.96,4.31,2021,68.0,0
Kylin Hill,RB,Mississippi St.,5-10,214.0,4.51,36.0,22.0,122.0,7.13,4.35,2021,70.0,0
Justin Hilliard,LB,Ohio St.,6-0,229.0,4.81,34.5,27.0,114.0,7.2,4.34,2021,72.0,1
Chuba Hubbard,RB,Oklahoma St.,6-0,210.0,4.48,36.0,20.0,120.0,7.24,4.26,2021,72.0,0
Justin Hughes,LB,Kansas St.,6-0,227.0,5.02,28.5,24.0,104.0,7.37,4.84,2021,72.0,1
Josh Imatorbhebhe,WR,Illinois,6-0,218.0,4.53,46.5,24.0,134.0,7.1,4.38,2021,72.0,0
Deon Jackson,RB,Duke,5-11,218.0,4.41,36.0,18.0,123.0,7.15,4.37,2021,71.0,0
Jermar Jefferson,RB,Oregon St.,5-10,206.0,4.57,31.0,13.0,115.0,7.38,4.38,2021,70.0,1
Josh Johnson,RB,La-Monroe,5-8,209.0,4.61,35.5,22.0,115.0,7.16,4.4,2021,68.0,0
Jamal Jones,RB,Arkansas St.,5-6,198.0,4.67,28.0,23.0,112.0,7.39,4.65,2021,66.0,1
Thomas Graham Jr.,CB,Oregon,5-10,192.0,4.49,34.5,13.0,121.0,7.08,4.21,2021,70.0,0
Hunter Kampmoyer,TE,Oregon,6-4,243.0,4.83,31.0,21.0,113.0,7.28,4.54,2021,76.0,1
Cameron Kinley,CB,Navy,6-0,197.0,4.52,33.0,10.0,116.0,7.06,4.25,2021,72.0,0
Brenden Knox,RB,Marshall,5-10,215.0,4.67,35.0,23.0,112.0,7.19,4.39,2021,70.0,1
Adam Krumholz,WR,Wisconsin,6-0,193.0,4.6,35.5,11.0,118.0,7.03,4.28,2021,72.0,0
Bruno Labelle,TE,Cincinnati,6-4,247.0,4.73,36.0,19.0,123.0,7.36,4.43,2021,76.0,1
Riley Lees,WR,Northwestern,5-11,192.0,4.47,35.0,7.0,119.0,6.78,4.16,2021,71.0,0
Deommodore Lenoir,CB,Oregon,5-10,199.0,4.48,34.5,15.0,121.0,7.02,4.35,2021,70.0,0
Branden Mack,WR,Temple,6-5,217.0,4.66,31.0,11.0,115.0,7.13,4.37,2021,77.0,1
CJ Marable,RB,Coastal Carolina,5-6,195.0,4.59,36.0,17.0,116.0,7.25,4.39,2021,66.0,0
Ben Mason,TE,Michigan,6-2,246.0,4.73,37.5,29.0,117.0,6.96,4.42,2021,74.0,1
Khalil McClain,WR,Troy,6-2,214.0,4.7,32.0,15.0,114.0,7.72,4.5,2021,74.0,1
Sandon McCoy,RB,Army,5-10,215.0,4.78,32.0,18.0,114.0,7.47,4.56,2021,70.0,1
Isaiah McKoy,WR,Kent St.,6-2,200.0,4.68,29.5,12.0,114.0,7.09,4.36,2021,74.0,1
